customer_id,total_orders,total_spend,avg_spend_prod,HR_1,HR_2,HR_3,HR_4,HR_5,HR_6,HR_7,HR_8,HR_9,HR_10,HR_11,HR_12,HR_13,HR_14,HR_15,HR_16,HR_17,HR_18,HR_19,HR_20,HR_21,HR_22,HR_23,DOW_0,DOW_1,DOW_2,DOW_3,DOW_4,DOW_5,DOW_6,spending_data_labels
b253d09750,33,218.65,5.909459459459459,0,0,0,0,0,0,0,0,1,1,4,5,1,1,5,7,5,2,0,0,1,0,0,4,6,9,4,3,4,3,2
cb5d34b693,5,53.34,8.89,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0
cb6f08d19e,6,22.71,3.2442857142857138,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,1,2,1,1
e53633014d,3,25.08,8.36,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
f1da342c2c,3,65.98,10.996666666666668,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0
f258769fe3,7,70.52000000000001,7.835555555555556,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,0,0,0,0,0,2,2,2,0,0,1,1
0fac7a8053,6,39.58,5.654285714285714,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,3,0,0,1,0,1
1772464e34,8,102.33,9.302727272727273,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,2
1f43e6882e,9,83.33,6.944166666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,0,0,0,0,1,1,1,2,4,0,0,2
266fe54ffa,8,52.85,5.872222222222223,0,0,0,0,0,0,0,1,0,3,2,0,1,0,0,1,0,0,0,0,0,0,0,3,2,1,1,1,0,0,2
2e34641796,4,10.77,2.6925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1
359f8a9a45,2,8.53,4.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1
3a8020a210,3,44.48,11.12,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3d6e7aa3db,8,18.25,2.28125,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,4,0,0,0,4,1,0,2,0,1,1
3e9535c798,4,23.5,3.9166666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,2,0,1,0,0,1
48e9f32868,3,73.27,12.211666666666666,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
4d1af95b12,2,7.49,3.745,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4dd8c3bb49,9,26.96,2.995555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,0,0,6,2,0,0,0,1,1
5794e803f7,2,60.55,15.1375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7a57bfed4d,7,49.99,6.24875,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,1
80c5bb0323,16,64.77,3.084285714285714,0,0,0,0,0,0,0,0,0,2,3,2,2,0,2,0,2,1,2,0,0,0,0,3,2,2,3,2,2,2,2
84d48ceaa2,8,45.45,4.131818181818182,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,1,1,0,0,0,0,1,3,1,1,0,2,0,1
880e0e1d9d,29,105.9,3.209090909090909,0,0,0,0,0,0,0,1,2,0,1,5,3,1,2,0,2,7,5,0,0,0,0,3,4,3,4,4,5,6,2
a3d14b3bff,11,32.89,2.53,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,5,0,0,1,1,4,0,0,1,4,2
a8a5fda850,4,19.2,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,1,1,0,0,0,1
b1e1629e16,7,95.59,9.559,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0
b46d80fee5,5,56.64,9.44,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0
ba631ca139,4,25.55,6.3875,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
d17e6f5628,7,38.15,3.815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,0,0,2,2,1,0,1,1,1
d406bcb251,8,123.6,10.3,1,0,1,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,1,0
e57dcdf859,12,152.6,9.5375,0,0,4,2,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,1,1,3,1,0,2
e6a4307020,5,5.57,1.114,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,1
f2a1a846b6,3,26.57,6.6425,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1
f66242fb86,9,64.95,5.904545454545455,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,4,1,0,0,0,0,0,0,0,3,3,2,0,0,1,2
f97a4b346a,5,60.82,10.136666666666668,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0
0774c72f67,16,82.39000000000001,3.9233333333333342,3,2,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,3,1,1,4,1,3,3,2,2,2
0ca9813c81,4,19.4,3.88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,2,0,0,0,1
2eff9128e0,11,37.13,3.0941666666666667,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,2,1,0,0,0,1,4,2,3,1,0,0,1,2
3267600bf0,15,40.32000000000001,2.5200000000000005,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,2,1,1,6,0,0,0,0,3,1,2,4,1,0,4,2
4d63546cce,2,19.49,9.745,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
707c563f1c,4,18.59,4.6475,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1
97f8d5f64a,5,29.47,4.911666666666666,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1
a06a89468c,12,202.01,10.632105263157897,0,0,0,0,0,0,0,0,0,0,1,3,5,0,1,1,1,0,0,0,0,0,0,0,2,4,2,3,1,0,2
a3f0615268,8,41.440000000000005,5.180000000000001,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1
a5a704bd4c,5,24.180000000000003,3.454285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,1,1,1,1
a9b50954de,3,14.53,4.843333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1
ae80a07b54,6,68.3,9.757142857142856,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0
b352865c48,17,197.46,7.8984,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,2,3,3,0,0,0,0,0,5,3,3,2,1,2,1,2
b7c96f9fab,7,73.42,9.1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,1,2,1,1,0,0
c536a35b69,14,45.44,2.84,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,0,3,2,0,1,0,2,3,4,2,2,1,0,2
ce1087e8de,3,36.69,9.1725,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
e27971258b,14,70.82,3.372380952380952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,3,1,2,2,1,3,3,2,1,2,2,2
ec607d7955,6,23.37,3.338571428571428,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,3,1,2,0,0,0,1
f115ea3f68,13,62.21999999999999,3.456666666666666,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,3,0,1,1,2,1,0,2,2,1,3,2,3,0,2
0931ebc645,6,29.54,3.6925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,2,1,2,0,0,1
09402f29e2,4,56.31,11.262,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0
2175da8d9a,3,37.14,9.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0
26f23f8145,8,129.29,10.774166666666666,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0
28a4dca53a,10,93.37,7.182307692307693,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,1,3,0,0,0,0,0,0,0,1,2,2,3,1,1,2
2a7093797e,18,231.60000000000005,9.650000000000002,1,2,0,5,2,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,6,3,2
3c5fe4455a,6,71.52,10.217142857142855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,1,1,1,2,0,0
4a7c5b9196,12,89.48,5.965333333333334,0,0,0,0,0,0,0,0,2,2,0,1,1,0,2,2,2,0,0,0,0,0,0,2,2,1,2,1,1,3,2
4f06585dbf,15,130.44,7.246666666666666,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,6,3,1,0,0,0,0,0,5,1,5,2,1,1,2
5bd4021166,4,48.4,8.066666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1
5c96563bf6,2,36.27,12.090000000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
63dfd36b2a,7,23.03,2.87875,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,1,1,1,2,1
68456569bb,11,129.98,7.645882352941176,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,4,0,0,0,0,0,3,2,1,2,2,0,1,2
6d16d3ff47,21,163.48,6.539199999999999,0,0,0,0,0,0,0,3,1,3,0,1,1,1,6,3,0,1,0,1,0,0,0,3,6,3,5,1,1,2,2
95ee238c29,16,229.25,9.967391304347824,0,0,2,1,1,1,1,1,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,2,3,1,2
992aea4332,7,17.25,2.15625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,2,0,3,1,1,0,1
b2d85ac941,17,56.89,2.8445,0,0,0,0,0,0,0,0,0,2,2,1,0,2,2,1,2,0,3,1,0,0,1,5,2,2,1,3,2,2,2
bf285dab1d,12,89.25,4.25,0,0,0,0,0,0,1,1,2,1,3,0,0,0,0,1,1,0,0,0,1,0,1,2,4,0,2,2,2,0,2
ce28869221,17,153.76999999999998,7.688499999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,6,3,0,0,0,0,0,0,2,3,1,4,4,0,3,2
d8b3b02c8d,3,23.25,7.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
dd08216b46,4,96.52,12.065,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0
dedac3cba4,14,70.03,5.002142857142857,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,1,1,0,0,0,0,0,2,4,2,3,3,0,0,2
e776de48f1,7,21.83,3.1185714285714283,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,2,1
ec51112cce,6,230.51,14.406875,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0
f3ffb458d0,9,147.7,10.55,0,1,0,0,2,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,1,2
f411dea35c,13,111.18,7.941428571428572,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,5,0,0,2
f53015d61c,17,88.55,4.919444444444444,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,4,4,2,0,0,0,0,0,4,2,4,1,4,0,2,2
f6c4d13c99,16,159.2,8.378947368421052,0,2,0,1,3,0,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,1,3,3,2
117cf1df0d,8,40.26,3.355,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,2,0,0,0,0,0,2,1,0,0,3,2,1
074ecc1f00,2,23.8,11.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0b76d65493,1,18.0,18.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0cdf86cdec,1,10.43,5.215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0da863fd0d,1,8.29,8.29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13df852f2d,1,37.98,18.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17cb385515,1,2.68,2.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1ae60e6097,1,20.03,20.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1cc90e0a39,1,15.29,7.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1d5e528bbc,1,18.17,18.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1d795398d8,1,23.68,11.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1f22648450,1,9.66,4.83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2f2b5849d8,1,18.69,18.69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34d7f0c53f,1,7.26,7.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36fc0b3162,1,35.33,7.066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39d83eba21,1,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3b33a38966,1,37.35,18.675,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3f2dac9934,1,2.44,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3fad536e41,1,14.82,7.41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4894bd1e38,1,12.57,12.57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48a0bf839d,1,6.17,6.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4c5da66cc6,1,18.27,18.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4ea4a227cc,1,31.24,15.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4f1550484c,1,2.55,2.55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
57ab6e63b0,1,24.86,12.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5c9d6443c0,1,3.99,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6016204c28,1,3.84,3.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
61ef8adfe0,1,18.41,18.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
630cf31d35,1,12.68,12.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
633b8110f4,1,35.84,17.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6956f72780,1,5.97,5.97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7843fbf2ad,1,24.7,12.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7d994bd7e3,1,25.88,12.94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8041bd792d,1,12.49,6.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
84a521dc14,2,19.13,9.565,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
85f70a707b,1,8.02,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
863ed80d8f,1,12.93,12.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8835962b27,1,30.93,15.465,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8ec7bb9975,1,23.86,11.93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90f433efdd,1,6.43,6.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
93218952bb,1,47.82,15.94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99bb992549,1,6.14,3.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
a06e749f98,1,12.9,12.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a12facdf2c,1,19.71,19.71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a5787f0204,1,32.64,16.32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a981a855a7,1,5.97,5.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
af31e113c0,1,7.64,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
b0fe3ba67f,1,18.84,18.84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
b33000e90e,1,26.31,13.155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
b401b1419c,1,24.4,12.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
b7c1a2bde0,1,11.8,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bb931b3907,1,14.48,14.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
bcad99ef59,1,11.15,5.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
be23c6471e,1,14.37,14.37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c0afe9b84e,1,18.16,18.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c262ad9092,1,37.17,18.585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
c2e9f445c9,1,1.08,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
c664e30e59,1,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
cb4f6cdf0e,1,6.62,6.62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
d3f5758bdb,1,18.3,18.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
d47368ed3d,1,17.75,17.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
da5a83e02b,1,16.89,16.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
db13110c6b,1,36.23,18.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dd086e4de9,1,15.1,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
e5e8d6ef92,1,7.18,7.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
eb30e4fb7c,1,6.19,6.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ec4ecc378e,1,6.11,3.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
f08c088994,1,5.29,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
f337b55147,1,15.36,15.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
f3e524b333,2,7.28,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1
f6736829da,1,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
fd87623401,1,9.08,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
205428fbc9,4,25.47,6.3675,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1
755f946b03,3,32.37,6.473999999999999,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1
1cc734ebc7,3,27.48,5.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1
4af4462dd8,3,29.44,9.813333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0
739f59a49a,2,17.55,8.775,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38faa6ab21,2,9.07,4.535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
60cb2ae065,2,106.25,15.178571428571429,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
e83b2f7f94,2,23.6,11.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
fd348212d7,2,33.44,11.146666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
67a643ece6,2,29.47,7.3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
9c3ef9426a,2,14.67,7.335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
080702ded1,2,9.25,4.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
4595793e4c,2,14.01,4.67,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
8f5d86abcf,2,6.84,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
69395cc961,2,6.35,3.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1
a0686b4cf4,2,32.71,10.903333333333334,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
